"","SRN","MobileNo","OwnerGroupID","AreaID","SubAreaID","DATE_COMMITTED","CLOSED_DATE","SR_TYPE","CONNECTION_TYPE","STATUS","SUB_STATUS","NotResolvedOnTime","OwnerGroupRanges","closed_day","commited_day"
"1","2e2f4d5b267a55d82ac50dd3f4a6b99fabec247b9b51384168a523e17a396795","7c7a669faf9504570a2ea644cfe2d8042516c7c3070122aff260f5c5ea913106","26","5","26",2018-09-06,2018-09-05,"C","B","X","7","0","3","Wednesday","Thursday"
"2","231e66c6186f685a0c21f670641277f264952059f1623d66b44fbe044c602b03","1055df17b161656cc2bc7a22da4668d58498eb2304a904392b4892666a380e96","26","5","26",2018-09-12,2018-09-12,"C","B","X","7","0","3","Wednesday","Wednesday"
"3","71a2a5c960cbd0435c181440c159081ba8e8187d40832069e3d6fa428555d322","a1e660669b98ce885e5c5b13f380691a2917c662e29b808cee7522bd95526183","26","5","26",2018-09-14,2018-09-13,"C","B","X","7","0","3","Thursday","Friday"
"4","991e6f74bede1d8ea8717401c60494c4a6f3b2729b55ffb19922611ea3dd84d9","056e5f311b866b6c81d1d23db537fddbc991f025a2fc1fa888f36edb387d2c3d","26","5","26",2018-09-10,2018-09-08,"C","B","X","7","0","3","Saturday","Monday"
"5","211ea8ac40c366dcf97ab56f3e3537f8955374aec9749959953c1d8c370d0d19","ba8429346c918d067d7435daab490b855a2170c2b60229b58cf3fd6e209f6891","26","5","26",2018-09-12,2018-09-12,"C","B","X","7","0","3","Wednesday","Wednesday"
"6","8a23c7feff32c24fabc1bd8437ebab80b58cddd6e29400a43f781823b1ee249e","f0c270a5bc5dc38cf1de19c663431de22d561403a0debc32940a45967a14b164","66","12","66",2018-09-10,2018-09-07,"C","B","X","7","0","6","Friday","Monday"
"7","145314270d6801effc7772503e442c874e1aab52d7d89c6ba03d9ea3a77b35c6","a397e7a63d8a99e27712130fa84e0fccdf8c2860f6a723b83e43d8f0ec6ba311","26","5","26",2018-09-04,2018-09-03,"C","B","X","7","0","3","Monday","Tuesday"
"8","51f3ff82e9327e0be7dd03ea487012854c1825e336a6b0cdf8d24dbf0f4f1470","ada1eb22a3b5aa8f19d4247e843a069868a5cd3da8d7efd535a327ee9e89aa1a","26","5","26",2018-09-21,2018-09-20,"C","B","X","7","0","3","Thursday","Friday"
"9","bf99319f55eff459f5ad47f062858c9225f7fefcb5f66e453fa674aa232b8ab3","acb2cfe52369813cf309b8b9e24fb18e05355f078db8012ce43fa9f1bd9b16a8","66","12","66",2018-09-27,2018-09-26,"C","B","X","7","0","6","Wednesday","Thursday"
"10","d7043307ac0dbbc6d948044e48160d8a385d13ae1dee6a16ae115d882d6c2fa5","a8c01ba8e5ae2e8ef53c7b0e7af27c24d29f0d643d9cd943fb98054c88582018","22","3","22",2018-09-11,2018-09-10,"A","B","X","7","0","3","Monday","Tuesday"
"11","7a44866655963ac4875bfd069db29737871b1882409f39a1ce4ba9dbb7cce9f5","8a71e056b67c3e04fcae09bbda184488b03448d0a6d6ad77daf687158da1cc52","22","3","22",2018-09-12,2018-09-11,"A","B","X","7","0","3","Tuesday","Wednesday"
"12","93fbbf390bf98befde003707458912c54ef7b3c52d48cc1b2ca0ba2477f65661","8c70ed39e1288dbeac9ce6d7abf4a80c817d077973f3b143c4b74a357159fbe2","22","3","22",2018-09-27,2018-09-18,"A","B","X","7","0","3","Tuesday","Thursday"
"13","4e7ff147022bb681589b0304551415dce4d9cc7b98fd28b9345f2e5399f7264b","abeafd89b0202911566e5082667ded12d72bce7a0e4e357c4d74ee7310dad33e","26","5","26",2018-09-07,2018-09-27,"A","B","X","8","1","3","Thursday","Friday"
"14","5f657597d295e3ea26b2061312b9134829fa0685555963f059c351e601ba55c2","f6118009cb2737cea0f9fc2c5924963a21b7f4b524d7334efda674a0cb534448","24","5","24",2018-09-21,2018-09-17,"A","B","X","7","0","3","Monday","Friday"
"15","14df8af7cee4ee1ca7a0e0d7f5f747d767ee7d9edce29fb4968a975a0e016937","18ebe73b81f0a6a2bc1db687c9c2258bffad9c826c29ec00801db4471fb42748","22","3","22",2018-09-18,2018-09-19,"A","B","X","8","1","3","Wednesday","Tuesday"
"16","e02725b192672565dde16b7d3e1998e6cc1a83e94efb29794045e0180d0e50ae","25e53e54d5662bdb61ece27868544fb3624e0246f29187aef3b0ce19073f5b86","26","5","26",2018-09-18,2018-09-18,"A","B","X","7","0","3","Tuesday","Tuesday"
"17","a41137160856a5a658d9c5e0bac25ff584b9f3278149c59b0155ef658581d5ce","aa557517579d814cddbc8e84995d632f50adb63f882c739f7b4394a98b346df2","24","5","24",2018-09-12,2018-09-07,"A","B","X","7","0","3","Friday","Wednesday"
"18","5c7141f56ed1868c411905fb081c58981b5f6fa83fd6144fecfced4db2fbf03c","4f96b675451b85ae447f45cce142af636eafab651937088483cc5d2e81c9b8d0","24","5","24",2018-10-05,2018-10-02,"A","B","X","7","0","3","Tuesday","Friday"
"19","07a6ca9de5b112789d3982eb0f4b491b189cfae63ef4bd7d49c20c6e909588c1","728829bd11528e0bb93a2878f9096ae66720b83ec1ecfa43cd0c3a733f40c7fb","22","3","22",2018-09-28,2018-09-28,"A","B","X","7","0","3","Friday","Friday"
"20","ca1e09f6a6410686188f085119680916cd81a4b2c8d90e7dab7248f17f0ac145","87bc93005d66d9ecf9bb642b4b759df732381f6f2af1c1f9cc6c6aae46e01c35","25","5","25",2018-10-02,2018-10-02,"A","B","X","7","0","3","Tuesday","Tuesday"
"21","9cea4001dd2b251e2e931e968af361670eddc970cfebe5a8e036d537e44a095b","7ba2fbb5afb89678925f768ed42e951ed6040663b00e602c463a251d3323b741","24","5","24",2018-09-21,2018-09-15,"A","B","X","7","0","3","Saturday","Friday"
"22","f7612ffede4a11bee8aa99293cee4f68ce5641049cee56af6c7c81edd89d2819","135a17ea8a4e4954b261c56fab25c8ba3843f1c1b9230ca48249be26a1a4ed63","25","5","25",2018-09-20,2018-09-25,"A","B","X","8","1","3","Tuesday","Thursday"
"23","3d449bb37b6e70079af15374250f03a55c76be63abdfddb7b746699a376a8443","3a91ebe4aa67168850190927118c3a5516fd0bd587670c4fd6d203655cbedbc9","25","5","25",2018-09-19,2018-09-19,"A","B","X","1","0","3","Wednesday","Wednesday"
"24","60091ae6412d6a965a051fb29552a843a836021ffc4bf2814805eb6852833089","b8a646536e75d9c445b48a160b96df1da2c4c1372273efd333571a0078a937f3","24","5","24",2018-09-19,2018-10-02,"A","B","X","8","1","3","Tuesday","Wednesday"
"25","76b90a685767438d6d6c6659cb41704cde0bcf5012806d3956462213dec6f4c7","11db0842a57e1c3344d14e1db495705edd0a2f5d4bfcab05a193377b249dd4ba","24","5","24",2018-09-27,2018-09-26,"A","B","X","7","0","3","Wednesday","Thursday"
"26","fdd99df8b846ae29e0413795a6eb5a5c6647cf8579966a0b4f2b4bfa0c196390","6518695be5c296616cde321fa7e6ddf23bbe4442c01b283c88db3f8e85643063","22","3","22",2018-09-11,2018-09-10,"A","B","X","7","0","3","Monday","Tuesday"
"27","463b1cec75dcf648753cdbc2c1ef48a32f12ae9cb3b04bed3096e7c1d62deb7e","9258200126d9c0e714a85a98284d7cb318730c24c5138fc1117f70907332230b","19","7","19",2018-09-13,2018-09-07,"A","B","X","7","0","2","Friday","Thursday"
"28","713aaeafdbed8204140a8c14c3c2c4d78ccfda23398fb7fd112653efeff71908","417e9122b1fd57c788ed8dc322d149bc8b298f68b624d199f3976d549910e1da","52","9","52",2018-09-21,2018-09-17,"A","B","X","7","0","6","Monday","Friday"
"29","9f6d78b7e916e2ff05aea180146196df75a311a587a026ec820148f1a347421e","b858fa36bde5ee0d5aa6bdf5ccac4312a99051dd5dcfcbcc9b131259de81b4d4","25","5","25",2018-09-13,2018-09-15,"A","B","X","8","1","3","Saturday","Thursday"
"30","1b68f47bf287f5be07513c33371540b5569286b23ca3c370999aa6d3cffdaa32","c4fb0cecd48e7e426fa816ce442f1f77a9f6b92a2d2a70ae4ec5dc2e9bde489d","22","3","22",2018-09-11,2018-09-22,"A","B","X","8","1","3","Saturday","Tuesday"
"31","18d2d2e4d61c55a902a7f81c9af84e572ff88b6828aecca657f6ac539bc33085","372bbd482100c232acdac1d22f753767577193dc9cca5d43b05285c57591a09e","24","5","24",2018-09-14,2018-09-12,"A","B","X","7","0","3","Wednesday","Friday"
"32","f89bbf391f215442de27630decc3f17b0de16812b66b68ea5ff9e363ce7d940d","5fcd571a5dc84df16ab1096e00e612c74202ed268185dda2020c4c7d9b675dab","24","5","24",2018-09-21,2018-09-15,"A","B","X","7","0","3","Saturday","Friday"
"33","8f1dc4f1d895d3b1126c0eea5b554c8ff4899bc456194107c7a4f7ddbe9e53b3","f2ab249b8fb7156309f5fd2f1a91a6cbfe02a43cac665cfc6c0a5361f5ec816a","26","5","26",2018-09-04,2018-09-07,"A","B","X","8","1","3","Friday","Tuesday"
"34","e09f87068a49aed6a298271d9510c9d19e7edbaae16d8df74e3d29b154bc4f21","25d9c5990837a48ab116d5bb2aaf334406b9bd4ac4a58be09b09a8a08d3f4825","24","5","24",2018-09-14,2018-09-12,"A","B","X","7","0","3","Wednesday","Friday"
"35","da4d51a6600d91fcbb5441794542d36bb805300355ccd7a509e197dd20a0e923","74a937dd5f653f40224b09a9b5bf1eda3ecd54e0ec93c6d5a03c530d89f1779d","14","7","14",2018-09-14,2018-09-10,"A","B","X","7","0","2","Monday","Friday"
"36","4d887e5a8a836d0a74b16d6ca397c117d77ca08178576543341fa5926cae3060","31b5c83e9bd7cbd7267ecac074305de9a229043f1bf017333a3b2dcdea2406c3","14","7","14",2018-10-01,2018-09-29,"A","B","X","7","0","2","Saturday","Monday"
"37","59b71448fa3ec43d9a5096c17663813de1099576b865c602ad0903d9832f6445","244b283364460ba346da2cff525100925f2f3b994db31f78ca21653fad213ab5","25","5","25",2018-09-06,2018-09-06,"A","B","X","7","0","3","Thursday","Thursday"
"38","aab8d5911fdf684b2e64a6b771fe86412d2d9a7c14a381988f822ecebb844a73","c6e665200ec4d57c6378ec5fae10e0895b6d46031ffe5b8a673de10f1d7791df","22","3","22",2018-09-12,2018-09-11,"A","B","X","7","0","3","Tuesday","Wednesday"
"39","d4ce1f9f6f25a52ef6c403a0e306cf60be33066f5c60e470d0c68ad50c8ffc1a","7bc7097958f336359335cf36458170238f5d0341bb0d0f4c3c7fca9746c8a9a7","19","7","19",2018-10-01,2018-09-25,"A","A","X","7","0","2","Tuesday","Monday"
"40","09226eb284bd28fb189091ae84f20f53a18fdbfb4ea179a597f3a45c7a2152a1","58b6e95672d8419528edef8a8c743797f3078ffaa91e8febf644c742b3fcb2d3","26","5","26",2018-09-11,2018-09-15,"A","B","X","8","1","3","Saturday","Tuesday"
"41","06d216c32e04b7ad1ea579394fea4e395d8b3ff105ab7037391a5dcb21f21c3f","6eee3eb7c97118adc5baa5d52bc56faa6cc5cb69a8be2f5fdbb7ab0eeecba67e","19","7","19",2018-09-13,2018-09-18,"A","B","X","7","1","2","Tuesday","Thursday"
"42","525fa0bf2f4146dd577273c8198bd8cf7ca28513a95cd595c7fbc8965e8acf1d","601c10f3701dde5b6eccf73748d9526f9c072483b1a10cf7b9407b077b8e04fc","52","9","52",2018-09-07,2018-09-13,"A","B","X","8","1","6","Thursday","Friday"
"43","5626567ab902f687ee5db4103300745641a95c6cc4fd5b6fc3fe31632b2c570f","c8cdc16f11d04ef86d5eb6d9ae3d65e22ec4587a6c27a47bfc2ede8a14edbea8","25","5","25",2018-09-07,2018-09-14,"A","B","X","8","1","3","Friday","Friday"
"44","0a37c80cd1c8fa14dcce2a3b11bde719162f9b988e6f8ddd705aab0cf3b84e52","f7ebefac0f4e16ff88df818e2264db7ce13c3942c5ae8816b1251497c6dc9adf","25","5","25",2018-09-18,2018-09-12,"A","B","X","7","0","3","Wednesday","Tuesday"
"45","ff44289321a1139af9a7e1bb6a94df0f3ea8de9088b8c995bcb595a8b69e69a1","9ae6ba47a55761c164350b77f35dd627b51b5f322252677f7587e6aa9a6f864a","25","5","25",2018-09-13,2018-09-07,"A","B","X","7","0","3","Friday","Thursday"
"46","fe1d788b5d17e6ef0b9c58f69d82168e85cbe3c7b9c28cd5398114c84371c825","19ef785592c63aa72c3dc34168b520f3ca02eb4500b7005b9e09d1f3ab6bab98","25","5","25",2018-09-18,2018-09-18,"A","B","X","8","0","3","Tuesday","Tuesday"
"47","97ee6225bbb4b55d105ea78f71f8408d976b7296d112daf93ce79244d962c778","42869d8cfa791d5228d440b5ad90aecf55e54c3b8ed2625771d39ba5f92a5814","22","3","22",2018-09-27,2018-09-18,"A","B","X","7","0","3","Tuesday","Thursday"
"48","657ed4c4011e59682259a1ac8b28f3e415d58f7863b49cfa4b055d93c8349601","691577eb2206884b919b91d97d509a6ec00ad49b3352a5cadd138d09300bc72d","25","5","25",2018-09-28,2018-10-03,"A","B","X","8","1","3","Wednesday","Friday"
"49","3f59cdc3245db526e3818a712eda7e7a09e71903ed8c6e42f724d02d0aa3ab2b","59bba1d1eefe264e825a30a74fcf3df9af8d045f220b38bf111f15f22c7fd9c5","25","5","25",2018-09-06,2018-09-06,"A","B","X","7","0","3","Thursday","Thursday"
"50","294f22b956575d1671010118afcab9dc27b4308d13ee4995c236b844947d7486","fd2c9e6eca736307d787487bbc9220c88f96ac233b3bbce0b6c60c880c457038","24","5","24",2018-09-17,2018-09-19,"A","B","X","8","1","3","Wednesday","Monday"
"51","35a0f0ef1feaad9be8d480fbed305c27d1ef28c4e834be8b28d7f69ee0d7d6ce","8ec5dcae8d31a7dcd75a5d7898f7f8cc5bcd8a266874008f0294f37b316be7a5","66","12","66",2018-09-10,2018-09-14,"A","B","X","8","1","6","Friday","Monday"
"52","8e77442d300538749877f66da8e51f5110433b5337cca32e0e9f8a5fbae13cfa","d8318d318360ea43ea191c09ac4460d79d14709111126b9351f0262822213af9","22","3","22",2018-09-18,2018-09-18,"A","B","X","7","0","3","Tuesday","Tuesday"
"53","0ef832de6e55b10b7e3004921ea8b4d7bbda95cad0f00a2935928bebad136c15","8c6dffb6908ee5525195d7fb4380dd574727122078d41dad90353ebc4d6d27c0","66","12","66",2018-09-26,2018-09-26,"A","B","X","8","0","6","Wednesday","Wednesday"
"54","419c9c654c8ec3a55b5c15ec4766d253f0d3d770e1d98c757d7b4382f0f87d26","d5d0b6c00e3cead1beed09351331fe3f2bce289d9d7a0ebdc278022187a26d81","24","5","24",2018-10-05,2018-10-02,"A","B","X","7","0","3","Tuesday","Friday"
"55","734c3e67fdaca57231f0e86a0381e7fce1fb02a9d6c457e57990f08ef30d48f4","7f9a0c841fe1d065948145356b3ee57634fd6b15e1f32b2ad6e3d03e7506ae2b","14","7","14",2018-10-05,2018-10-03,"A","B","X","7","0","2","Wednesday","Friday"
"56","6030542e412f992f99d6d3e1da311ba98af23ad95bd0c77965341760b93c2163","0eba452801ab48f83d31eaf923963a447df238623f947a7c577232e01b6e321a","19","7","19",2018-10-01,2018-09-25,"A","B","X","7","0","2","Tuesday","Monday"
"57","dfe2e845acd7dd79372f1d8ccfb8bdf5f7b826bdf5fd118c95c56aadc146c89e","a7255bfa0ffeeca2eb47b39887732435fe9844dd22e88d96b3458048baf1f50f","25","5","25",2018-09-06,2018-09-06,"A","B","X","7","0","3","Thursday","Thursday"
"58","bccf3a52ba20f6f605ac22a7cf1d3510498b6e094f83a1e1a3ade9830407558d","bc5fdcbead0091c65d470e84b986bd30095fafbdf46607aef3946de6b6893b92","19","7","19",2018-09-28,2018-09-21,"A","B","X","7","0","2","Friday","Friday"
"59","b039ef3217755026bf4b33a0ae0bcf4f7eefa029ef1674b3d23c2db93b5e1ea9","7005cb8d7f98327973d3a5fc1d6d9e6a4c8136e5cdd9d250347abbb81bae74b4","22","3","22",2018-10-03,2018-09-24,"A","B","X","7","0","3","Monday","Wednesday"
"60","b14a4428c01c41d5dcef6baee1ddffc8ee4853e7e25afc733c4c64b5d3d21753","6822fc83a5ee6e4bc4091b22cb398ee71ab5687c80f16d79d664686757e6aca7","6","3","6",2018-09-14,2018-09-12,"A","B","X","7","0","1","Wednesday","Friday"
"61","9424c66d3fe165b9a19f00f5c8c60c99aec5dbcf622d1c1dbca154e33b7cc7f2","398ae685bb6a7f1abfac9082dbb34a263ea9d48063547f9819de19fb227c9803","25","5","25",2018-09-13,2018-09-18,"A","B","X","8","1","3","Tuesday","Thursday"
"62","ebad4a533969b8d0a3557bae8b01464c407fd42d333e22ab62f901103c007cac","4f3e5fcb7b5014461ce89b6f3584ee4ae171e4d0cb8b2ba22aa6859f7c4f5e07","22","3","22",2018-09-21,2018-09-14,"A","B","X","7","0","3","Friday","Friday"
"63","ce58e2fed2ba616dc869fa1055170af3813b263321ab324c9ba387c8f9fa1693","de3f843f24a236ae8953131315a0f27c7f76c6272f7530de909deee6d7a5c068","22","3","22",2018-09-11,2018-09-14,"A","B","X","8","1","3","Friday","Tuesday"
"64","7dca2a5861db6d95206c33cd52b4575a77fca95dc4d4f407ef713720f9ea9535","3cc6f74fc74cfbd334b491b2ce591bd6b7bc08c199c2d73582cf84182e2a5489","14","7","14",2018-09-20,2018-09-14,"A","A","X","7","0","2","Friday","Thursday"
"65","ba6970e7f25d02c3081d2de8751ba19d5bf1c434ace6b251a96c5741586b6653","134ff090a394050040bf8326bbbaede5ec1dcc705ee2f40d844ff3ebd0031bf6","22","3","22",2018-09-26,2018-09-26,"A","B","X","7","0","3","Wednesday","Wednesday"
"66","d4bbb2b7ac9f2e7f3b82fa02900673cd225358e11a211e23bed1bd50358ab2bb","f5657b72571906706f13ba40f6d040452e0b1af6c4cd9452e3b80133a4310a58","33","2","33",2018-09-20,2018-09-17,"A","B","X","7","0","4","Monday","Thursday"
"67","865bac5631d01e2fc8f7dedd7a32d4ec439571b6b80b2a9bd6599ffe90c80891","32669b138a9f614a529153427130297871773c94f16cd10508ae4225dabae3fc","22","3","22",2018-09-21,2018-10-01,"A","B","X","8","1","3","Monday","Friday"
"68","9351813e4ff92735f203385e94b70d956823e4dfa03025f83241fea1d9866174","e042930e2d9ac832c622e2a99c302cfc618083d3f3e5f5bb622f8f1eb070b2d1","22","3","22",2018-09-13,2018-09-11,"A","B","X","7","0","3","Tuesday","Thursday"
"69","6edab130dfab5b22ee4759d1b739a123ac23ce0e29a380fb2dde958cd902c353","1bbf3e203f7c3dcb01c6c673044deaa226b0f744a4ca06e92acd4aafd2cfef5b","22","3","22",2018-09-17,2018-09-17,"A","B","X","7","0","3","Monday","Monday"
"70","968efe647b11d80f028f25cc2d0e31475338cb47c9b3eb68aaca8bc33dfe3ad7","e0a57d9ddcf21e287735a9e6ab22db1c8cf64eb237eed2e7858da56fc43c84a7","22","3","22",2018-09-12,2018-09-11,"A","B","X","7","0","3","Tuesday","Wednesday"
"71","59416713dbaa9394c951d8016b652a71260144139c0e6ed2b2edf8e6714f4234","0eb6273a079bdfd1b87e01d1aa4ceb7e09e9349af67049eafc0d2c5e3079ca02","22","3","22",2018-09-26,2018-09-26,"A","B","X","8","0","3","Wednesday","Wednesday"
"72","e7628133e88425616ad46b6d800e6998ad1e13819ad1559e72e298702c90b1fc","976eda2d1fabada926d1c220c0773f69594755ad8ef62fe05607372ec801ce43","22","3","22",2018-10-02,2018-10-02,"A","B","X","7","0","3","Tuesday","Tuesday"
"73","82ba0d631a7196ecb9f1debe5bfe8beb39139550eb0d0e5aaecd54c97be9dcc3","b8935e554ab3ebe2e02fcf37a857e6e08c1038df270ef3adec625430bf54042d","22","3","22",2018-09-19,2018-09-20,"A","B","X","8","1","3","Thursday","Wednesday"
"74","9a18c500651d93a617ad5eec6f29e1a5993bea9088161f0b231c4abad8f83bb3","623a744df47aac9c5ab4397a6d00b16290ff41f60277b668b1adfd7547f2ad59","24","5","24",2018-10-01,2018-09-26,"A","B","X","7","0","3","Wednesday","Monday"
"75","8b15bcb6e44e0e4e68719f21eeb59d416530019d6b4abe106daabe5f750fefc7","ab7f1370ecbe6f452694af5d7b07d0d59a2daddadc236f4a8efbb861d439d208","53","8","53",2018-09-12,2018-09-14,"A","B","X","8","1","6","Friday","Wednesday"
"76","62f7e702de647c00e49652a672854f4d19638db0fde90dfd9f29706cc692aa97","daf12418cb73f95ff66d733662b93a2023dc3187f38765a751bb92f1aeb49838","24","5","24",2018-09-20,2018-09-15,"A","B","X","7","0","3","Saturday","Thursday"
"77","777a77fc51773ac065d09ce8c733de7133fc1aed42963de9bb5e997ab9032a5b","d288d291119b9668c314d98159940446989aecde06bfae80224aea21330a3ddd","22","3","22",2018-09-18,2018-09-18,"A","B","X","7","0","3","Tuesday","Tuesday"
"78","c904e375b83d7988a65544a28127013c99396055f403c1afe43fe1cc81ebadd7","af7f5d3484e20749d1c491d90ea029ed65a6b04de2df7a8e2ed678bbd46e8076","22","3","22",2018-10-03,2018-09-26,"A","B","X","7","0","3","Wednesday","Wednesday"
"79","fa1c4e9da72f56ec9573063878d11160d6d3f9d217ea4a93cb23f44c03c687a9","266c44c8e7fbfaddee9c117414f4f14859e87c19a0df7211b080e70125f77d8e","22","3","22",2018-09-27,2018-09-27,"A","B","X","7","0","3","Thursday","Thursday"
"80","a8561407425c84ef64d7c7cda6aa11182e84d29067e187d4a31b2dca2f7d4809","c201ae9ba0a3395cfeaa03682196db793957c3cab56ecf22b7b73a127b022351","22","3","22",2018-09-25,2018-09-13,"A","B","X","7","0","3","Thursday","Tuesday"
"81","f9f2d02fdbb14efa284cabf44cea88e1296714fc0c8b9cb0070d6011ad9fbba3","5fd9cb7b3fa074bd3e735e602ca55aedc7624c4cf6447bdfb9258ce238c9fac5","22","3","22",2018-10-01,2018-09-20,"A","B","X","7","0","3","Thursday","Monday"
"82","a3ee0b7d4d597b18030138888ba9e65be2266220411091433a3f0207be44349f","68055117cd381cf265cb37215ce1649a1b6d7181abb8976061a53978ef55ba18","22","3","22",2018-09-18,2018-09-18,"A","B","X","7","0","3","Tuesday","Tuesday"
"83","02dd44acc73f1f8a970b8c423844888c07a91d72c77bc3db00d0eb5997f40d86","8a4ea18fcea73ace933eb0b1ce8cfcd6aaca417228407e8bbe8fc95462b52f30","6","3","6",2018-09-14,2018-09-13,"A","B","X","7","0","1","Thursday","Friday"
"84","a8f2f0a57c1c3181dea837d10cc98e40abda8230a707c99c858519789fec859f","1459c4b7a2d709ed02c231e519f39294ec1a21ac89eb3f0b448d933120b9573e","25","5","25",2018-09-13,2018-09-18,"A","B","X","8","1","3","Tuesday","Thursday"
"85","b5b29c7c1795977c6c2e9f8fea797198ce734f60388c484ca903c437b2c10ed6","a126f8f926c353e82611f5732ffdcd4f5dae1f64a43d5b33b5185e5e5f5cdb9e","22","3","22",2018-09-18,2018-09-14,"A","B","X","7","0","3","Friday","Tuesday"
"86","dee5ba65d3ef7c0de727d7509d3e768bbc94c783716e1f446ec4d9f86ad30a08","5072d00320fd77e97525e659a267e3e5719831a8f523fc5996b7ec65a68625f4","53","8","53",2018-09-05,2018-09-05,"A","B","X","7","0","6","Wednesday","Wednesday"
"87","8f39a6f7f0cdbc0929769cea701afdf5a7c3d81a2d07de744e0d0bdf2761bf08","bcbc9db80ade73f933f60c4c9c975469036b40d363c6fc2f4f0ab857ae721f43","53","8","53",2018-09-17,2018-09-19,"A","B","X","8","1","6","Wednesday","Monday"
"88","78b54ee02e9414ba17b4f94f18b0e28b95ded1ee64e3b81ec20f29caa764744b","d52c7faccf411cb755020c8dffa31d60b547add94b19aa809cb0dc9fc6806c5a","22","3","22",2018-09-18,2018-09-18,"A","B","X","7","0","3","Tuesday","Tuesday"
"89","f0d4c0651f801fb978756f4743c6a9ca344a081982a452efbb8d66347d117ff5","a3251838d4e6f00adcd6edc5c2f35155d1b0b5f7eba91444c4414fe1db21ee08","53","8","53",2018-09-19,2018-09-17,"A","B","X","7","0","6","Monday","Wednesday"
"90","c63123ab520c315e94ee3e97f16fcd8730721d8e998178ba056e95116cee9068","ef3d88e69be1a26a15af108572d5f08eed0a3aee19ed614a7a73a8851342b712","17","3","17",2018-09-19,2018-09-19,"A","B","X","7","0","2","Wednesday","Wednesday"
"91","10a0929bdb6095057f0594ad3345d053d70b240b7d60d19e4d5972d0758fd9c4","c463426b460668e49d776d27a8ae7446ff260b80ec18276dec3435d4f3ead2f5","17","3","17",2018-09-17,2018-09-17,"A","A","X","7","0","2","Monday","Monday"
"92","ca3286306621c9d2f051952f62137720e9fba6f615aa9fe71a6a2ff60c251f8b","e67e765eaf481fa7f3481ff1627561bcce06fee6dcd33f4213103de03507ea81","17","3","17",2018-09-26,2018-09-25,"A","B","X","7","0","2","Tuesday","Wednesday"
"93","f612c0c2a9d84255ef7118d61a5f7452963cc888bd788392078c55d69270b478","eb17385d2db359e8f63aa2f1f342dec97bb9b0662595d05abaaec0421fccb5c1","17","3","17",2018-09-14,2018-09-25,"A","B","X","8","1","2","Tuesday","Friday"
"94","08f413c599eb12209ce098107b5ba2317fed09edf5a3e09f15fcc43b6055340e","aa915ee2583598dc7f542fba57215badfc89769b3f1090c9f03b1ad2a4926f92","22","3","22",2018-09-17,2018-09-14,"A","B","X","1","0","3","Friday","Monday"
"95","be6d1b0508b169b7014157ed10af77e6ce33e117f4c192c3393aa199c436814b","6d72ceab37c73f4108847bc4f9d9c82a0e31f96f89da1ea5302f90b5a220fff1","22","3","22",2018-09-28,2018-09-28,"A","B","X","7","0","3","Friday","Friday"
"96","cf0dc5804405794e458a65dda25d70ec108762e7bd28befce8a1f7d6659e6943","78bda4d49b7f1192f3249e3edff12e267a918dc12f162ae31d50844815cb871d","22","3","22",2018-09-26,2018-09-22,"A","B","X","7","0","3","Saturday","Wednesday"
"97","d9b1021ae7a8fe0be80e58c25e107f44677d85726fe73c78ac40a6a075e9d276","060ef1ba279459e24f7d323226df69ba6212dd772f30ddf9f12f8034c3d94d94","25","5","25",2018-09-13,2018-09-18,"A","B","X","8","1","3","Tuesday","Thursday"
"98","84a312eae3744e111ca2b245e8badf1cf5b3c854420f617906888e759b7e6c44","4e479cbad9d1c9f8782928a1e67ae6d2a2007fb30ac3af871735602fbc4a96b2","17","3","17",2018-09-18,2018-09-18,"A","B","X","7","0","2","Tuesday","Tuesday"
"99","39ff51ac190f7dddc1cd062e6b489c9e9411929870319ea7587a692c21f661f0","9e5debdf24021cd6a0622767020debc4039632e5138c36d6856212b1fd73220f","22","3","22",2018-09-14,2018-09-28,"A","B","X","8","1","3","Friday","Friday"
"100","d941d0c75245fc794f143fdea74dd5a8aa2b284e5ee58bb9e4221de3789d4162","8dce5d67e85c6c49fc5569e889dc2a24f19c5bd015022864be690e969a5ddcd2","17","3","17",2018-09-25,2018-09-28,"A","B","X","8","1","2","Friday","Tuesday"
"101","8d867c3f699310e275118831b65f52bb00908f7f0ee04e7706fc972c2ae5cca5","60a005c5e2a610809f0b78934925c70b9075cb87c33f3f6f8661d4421f3bb2b7","14","7","14",2018-10-05,2018-09-29,"A","B","X","7","0","2","Saturday","Friday"
"102","97d4256e019c29717a3a81ad41f0bbd9abad964c706d76b53d6203af1ce19ba0","d37699e3b2c8a36564a4782ea3658491cefe8f1f60b85618c851b649b6f3928d","17","3","17",2018-09-27,2018-09-27,"A","B","X","7","0","2","Thursday","Thursday"
"103","0b3ad6336ccf096d731ef2c83491be6959d7ba08bbad3a7e73d4cf237ccdb694","11a747ceb24ab46ca77dc05cd48ca8afc3db3e5a73ab121d5bbc9cbb5ffd93b9","22","3","22",2018-09-20,2018-10-02,"A","B","X","8","1","3","Tuesday","Thursday"
"104","bda39890623464ea912be6f91546bd26b0360879a14f7471e0e106e9a01eeb24","f06c33b465aefba3314f3641b29a0d60afacaae00edf8b06479370abc2b5ce01","14","7","14",2018-09-17,2018-09-11,"A","B","X","7","0","2","Tuesday","Monday"
